	Treatment1	Treatment2	Treatment3	Treatment4	Treatment5	Treatment6	Treatment7	Treatment8	Treatment9	Treatment10	Treatment11	Treatment12	Treatment13	Treatment14	Treatment15	Treatment16	Treatment17	Treatment18	Treatment19	Treatment20	Treatment21	Treatment22	Treatment23	Treatment24	Treatment25	Treatment26	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28
657314.CK5_28620	6267607.29	9146055.847	10244043.74	8175253.081	7509808.292	8878930.572	6855495.003	6490978.406	11531729.93	8514015.128	7331638.914	7344810.784	8421873.109	8707886.086	6202436.079	10044427.19	7306407.357	7466028.348	9192503.666	9415600.321	9034199.324	9471258.985	10493780.42	12756236.46	11638149.15	11897959.9	5399077.101	7997980.615	12019259.66	10457373.85	8375428.099	9514392.509	10926187.39	9066587.212	7587820.427	7911925.68	9835732.842	5496999.132	7926209.362	11625238.19	8001190.343	10171001.8	10567935.12	7091744.645	7971800.607	9777780.633	11470796.5	7638140.877	8325664.527	10215693.62	6404539.426	7376577.044	6953295.773	7877576.271
MH0177_GL0036569	5676057.147	3548204.216	5647234.53	6121784.97	7409502.188	4929972.86	2966484.695	5192641.57	4875499.516	5317269.123	5298396.976	4605135.976	3680865.516	5290329.465	3277527.295	4182712.966	4386815.268	4587861.665	4563092.749	4329488.269	4271876.051	3044162.297	3502330.689	4502008.869	3541613.633	3708784.384	6067672.831	5147952.426	4188438.214	6751977.54	5591985.038	5935748.756	5584468.915	6370101.532	4585738.101	3527822.046	4584124.331	5521007.618	6385157.548	6059598.047	5088660.354	5338107.822	7762464.691	5780147.218	6024619.636	5432095.695	7806294.371	5144662.047	7431032.889	7490730.617	6576584.792	6262612.225	5414391.618	4894547.325
MH0067_GL0022153	5059131.054	2884748.251	3547496.048	3923293.577	5195310.45	4222132.164	3271688.148	5785340.518	4069632.698	3721384.191	4388188.643	3199269.801	3137507.466	2893112.483	2805402.199	3542268.807	3639666.278	3197807.763	2389260.567	3285283.466	4105544.012	2931765.018	2297888.649	3313853.14	3183413.383	3034506.873	3393728.707	3799259.28	3288167.603	5168034.926	4088151.537	4551475.945	2775777.954	3715157.96	3630094.316	3154423.432	3292808.461	4111418.586	3421717.79	4010207.961	4038952.695	4476468.269	4622262.621	4867709.637	3086669.57	4794425.786	5455064.031	4326493.042	4982314.563	4606090.293	3670437.33	4142512.002	4332309.176	4306954.033
MH0039_GL0013282	4965582.927	3920953.768	3477159.447	4503570.449	6873867.257	3874259.288	4330175.946	4231896.288	4496723.697	4405102.045	4676092.713	4310351.034	3936874.377	4159200.534	4048721.837	3600758.213	4266488.891	4672007.284	3557947.296	3900268.639	3828567.305	3392518.46	3889227.065	4249531.271	3516533.531	3004966.885	5947784.533	5035662.107	4097669.897	4538792.221	6476591.784	4088336.728	4465570.277	5559413.955	5130012.552	3937883.978	4104792.449	5455662.079	5247171.276	4544604.979	4610696.66	4758327.485	4211685.339	5407183.684	4354202.463	4451119.686	6370238.617	4930673.206	5969436.215	5741442.085	5465938.091	4358895.254	4961579.782	4757155.858
MH0333_GL0121497	650512.8746	4151093.624	3709444.42	3957380.939	1624155.89	3558794.101	3238638.261	1320402.327	2005736.648	2294048.889	2444253.885	2632361.179	2517444.18	2647557.207	2514603.801	2216516.951	1589525.72	2660762.168	454293.6877	2300218.686	2229426.664	2229426.664	5354959.341	6817677.785	5336426.323	5176579.043	341378.0778	3843137.606	3965141.235	3085870.321	1592389.455	1876626.384	1889083.81	1242543.416	2682518.761	2695035.844	2587875.357	2247293.286	2633236.963	2123291.891	2094757.917	2184731.655	5330646.955	1591456.622	1436984.519	4101076.603	2229426.664	2229426.664	2290297.624	2229426.664	1644417.481	1827616.364	1326529.89	2255080.423
O2.UC4-1_GL0166577	6882248.58	6944657.445	8405434.631	6694706.79	5050743.248	6907350.132	6666365.999	5073167.52	6403845.398	4926064.39	5018819.688	6617049.797	5821690.037	5501294.83	6472981.497	7503346.249	6310298.75	5810106.088	7276004.882	6098346.307	6961853.341	8123789.521	6495034.583	6769432.931	6737992.272	5871173.314	5588052.631	7569534.081	8217262.448	8648293.369	6354422.867	8340506.886	8735389.108	7646122.395	8518797.178	9083761.265	7332790.116	6351368.659	8141967.802	9915662.373	6269835.373	7624092.502	9557020.888	7481476.488	6207719.16	7908457.524	7997086.067	6698689.292	6354819.744	5316659.875	6132366.586	6410773.618	6271177.093	8557620.391
MH0026_GL0002843	3482860.665	4998234.207	4293358.762	4175420.712	3935305.352	3298698.335	3074667.149	3953048.622	4161162.743	4513709.982	4092706.725	5079203.839	1641546.315	4953808.497	4239697.236	4386737.117	4360774.518	4491053.906	3262572.138	4190151.161	2564239.964	4458985.684	2978691.921	3216494.436	2800391.926	2794095.729	2824349.072	4993163.161	4255977.906	5268158.761	4388296.409	4686347.498	3269305.443	5944506.636	4727854.557	4267620.381	4159881.179	4196467.434	4515566.988	4743847.348	4714982.76	5149979.539	2908237.078	3981440.741	3654343.089	4590862.22	4673694.857	4229759.448	4782304.004	5285920.678	4959295.587	5133513.432	5545602.982	4998871.682
MH0359_GL0124487	2940731.884	2457115.69	2713920.944	2572374.741	2530654.443	2469075.62	1813724.357	2663185.149	3144666.687	3144666.687	3144666.687	3107001.719	2593455.81	3182680.23	3424425.916	1641759.148	2777728.321	2680330.747	2114025.429	2718222.672	2103461.311	1618661.894	3159662.265	2767163.779	2590076.689	2157334.253	3552266.246	3430519.661	3187953.281	3170217.878	3096852.649	5214074.274	2857076.7	2698170.64	3144666.687	3144666.687	3177761.329	3144666.687	2910225.313	4359942.439	2216659.068	3390709.185	4931558.113	5218321.2	4266343.88	3661527.338	2949846.642	4199288.156	4585582.078	4524737.248	4838116.055	3589525.237	3607419.054	2947747.362
V1.CD14-0_GL0091287	1857348.057	4620749.705	4245035.282	2674637.264	1935053.709	6202925.381	5451440.731	1600121.751	3470596.683	3213186.566	1550274.779	5600503.842	5135289.197	4865667.724	3596953.031	7279098.572	4077263.823	3119599.179	4591638.829	3172748.066	5031153.413	5021256.483	5261153.553	8022505.834	4695628.859	4485558.711	2138813.542	1857348.057	2097512.006	1965100.79	2517876.764	2198886.356	2271579.822	2640148.45	730428.2702	676329.7153	675268.9593	712277.5568	752103.9969	1148984.824	910394.1668	989291.6655	2314635.298	2113352.115	2082237.877	2050831.99	2005937.97	1906481.944	2126648.057	1837041.194	1345604.532	2095832.412	1205134.984	1950765.102
MH0041_GL0054730	1722200.312	4136195.351	2958206.212	4631204.321	1657199.005	1657199.005	1657199.005	1657199.005	1661562.155	1661562.155	1661562.155	1406462.942	1608644.09	1829090.825	2944528.808	972507.4514	1525913.519	1910215.55	1256409.997	2971263.207	2479642.992	3504824.927	1652211.604	1652211.604	1652211.604	1666738.302	1480995.234	1938713.269	1170146.711	1974098.828	1657199.005	1657199.005	1657199.005	1657199.005	1661562.155	1661562.155	1661562.155	1661562.155	1536773.956	1320016.33	1535581.744	1888566.454	1567547.012	1607249.247	1848600.95	1780264.083	650993.425	1743775.195	1032578.872	1597062.17	1652211.604	1652211.604	1652211.604	1652211.604
MH0089_GL0026063	8585408.786	10101994.93	9459204.385	7142963.725	7986771.517	8486007.988	12277116.23	9116095.611	13225727.06	8640427.167	7437129.442	10983884.1	10224024	7910272.772	8372466.158	11173010.97	9091481.901	8673372.923	12065577.84	10598716.35	9548266.345	10900720.73	8516986.093	10097836.29	11144396.21	12393777.81	8294471.852	8434031.542	8619876.653	9611144.37	8558798.41	7961888.347	10949441.81	8801623.827	8829464.625	10378957.43	10283899.07	7310274.266	7019550.688	10304262.39	7817505.041	10282747.37	8731975.799	7722766.661	8525175.266	10180143.01	11391328.62	10200022.82	10523513.68	7443188.412	8770802.95	9511391.862	7435424.947	8287507.839
T2D-105A_GL0119985	4932673.562	3837938.657	3712156.77	5713314.155	5375363.036	3989149.887	2225138.404	5411942.602	2936075.6	4431881.876	4470197.86	3899035.652	3400791.685	4360733.925	3204624.109	3249335.22	3587661.384	3128021.489	3633441.436	3308219.515	2666101.576	3058765.257	2465395.922	2859540.568	2951370.08	2529986.118	4865998.349	4654980.312	2100959.275	3719725.307	4336655.767	3465795.362	4205578.988	5185416.017	4238723.393	2845858.439	3798926.691	4503060.633	4189927.24	3779167.509	4231761.872	5550744.965	4419775.14	4826992.789	4411259.505	4641181.641	6817360.601	5122772.468	6321626.956	5397965.87	6355149.588	3905365.209	4955420.199	3057954.221
MH0002_GL0028891	1245856.107	1310264.653	1245856.107	1245856.107	1205269.902	1398945.452	1336714.223	1358177.071	1598839.251	906273.5795	863123.8864	1208323.817	1175978.703	1076241.65	1051042.166	1222611.035	1222611.035	1222611.035	1255789.125	495041.5905	575034.6168	339143.7938	1248969.856	1248969.856	1248969.856	1248969.856	1245856.107	1245856.107	1245856.107	1245856.107	1147436.902	1224489.632	1199263.737	1282854.852	1117531.183	1173292.712	1067757.47	1668784.417	1376886.179	1283787.89	1082291.035	1232394.051	1313168.264	1222611.035	1222611.035	1295823.83	1844834.529	1577154.794	1950693.936	1909345.034	1248969.856	1248969.856	1248969.856	1248969.856
MH0342_GL0136612	6806007.363	7085361.33	7922661.533	6843711.579	6708596.34	6354879.619	6347001.741	4859461.434	7696640.166	5858827.675	5971564.2	4881690.72	4463194.008	5287605.177	5092185.144	8300570.964	6788909.127	6773254.377	8151361.624	6936738.582	8616413.85	8252020.786	7641298.862	9326609.623	6911384.96	7805878.175	6110002.76	6601871.402	5309264.222	8128511.321	6822431.676	7515487.99	7691755.51	5525142.122	5640061.609	5292580.613	5285084.571	5048860.618	7278458.16	9512264.136	7531318.918	7106439.904	7258225.499	5475703.867	6015955.826	5769393.507	4680560.856	4547176.678	4418687.333	4847800.956	4556289.085	5068468.585	5381665.187	5403361.142
MH0003_GL0005194	4821360.693	1597659.994	2324174.576	2824645.984	5961861.814	2856610.292	1688113.323	2975219.092	2460092.574	2272619.486	2505474.938	2669083.068	4614349.388	3971638.596	5807901.466	2950137.11	2932483.507	2396960.549	4045151.887	2431901.525	2855135.916	2826220.611	843115.1015	1135613.172	2764689.25	2945092.251	1763252.624	1149513.395	1294668.571	2060334.422	2986714.218	2060659.905	2177875.356	3063870.896	2594861.25	2443515.744	2752789.012	2456191.276	1706613.794	1260079.152	1853398.343	1998736.276	1875615.071	1806704.141	2057902.173	1749369.97	1129470.513	1256526.505	1385510.184	1272205.026	2332850.782	3168698.56	2812952.405	1692585.545
T2D-35A_GL0033632	7016381.921	8426296.823	8328359.781	6360471.846	6423240.553	7413487.507	6768091.655	7231646.857	7021110.558	5874133.242	5508498.083	4616827.822	6812953.571	4848127.097	7642072.511	7433937.289	6360113.359	7966357.77	4995241.284	8010821.34	8025408.275	6796748.395	8542452.415	9494511.054	8990444.156	10136937.31	5542910.453	6252599.162	8089904.375	6443426.57	6322628.213	6758122.726	8269892.358	6504284.254	7730236.082	6954430.122	7883404.242	5155288.615	7550301.948	8562493.796	6224030.032	7176009.154	9141868.892	6070951.637	6759945.241	8939752.124	9410009.44	6429875.394	7676247.981	6519480.854	6676185.867	6206678.332	6568241.191	6893477.1
MH0037_GL0016608	4922996.286	8538915.978	6853526.892	4441465.948	5604714.367	6655149.56	6604555.204	4287303.601	6011761.571	7227786.657	5331615.921	6293882.74	7597540.177	8894820.654	6289573.983	5668116.545	5057488.665	5087866.463	6016095.932	4630734.539	6432958.571	6911823.147	6168864.62	8133595.44	6484532.974	6604174.541	3425428.381	3662409.486	3262483.306	3932558.732	3701854.629	3317277.295	3491044.814	3838429.274	2611814.825	2584774.679	3031015.247	2807816.812	2639109.104	4011534.298	3829877.115	2733557.052	6685431.467	4041027.052	3776159.956	4348559.595	4436543.048	5102984.964	5611348.657	4246320.047	3071401.083	4235717.8	3480104.916	3711492.051
MH0211_GL0074815	5058813.065	8416747.215	7506903.633	6373013.507	5175030.743	6364928.742	7328271.59	6739049.691	8756374.909	6323593.932	7063449.222	8500943.695	9046696	7143350.207	5724255.698	6598554.787	5337027.733	7664713.781	7018857.253	9415065.715	8339295.366	7932349.165	8310278.007	9527304.056	9717751.509	9990057.955	5081250.237	8208959.492	8439346.975	8327811.468	4993251.102	5771541.679	6378911.791	7264455.333	8204144.384	8946717.233	8363121.554	6177638.397	7456534.461	6454095.519	7177909.903	9351430.789	5546470.79	7986491.26	9308124.753	7201743.71	9227666.818	7617500.712	7253914.818	6772031.939	7314939.476	6875991.508	5599408.865	7497952.796
O2.UC24-0_GL0033499	-381516.8586	1284068.604	-32522.13232	2305674.269	918998.4439	918998.4439	918998.4439	918998.4439	922796.1592	922796.1592	922796.1592	938779.7934	919637.4436	919637.4436	931123.6171	930807.1129	918676.9604	904400.3004	913866.8756	904999.9513	910031.1962	904999.9513	917374.2495	918330.6517	919500.89	920891.9061	3118750.465	1381808.009	-308192.2274	-214829.8135	929895.8717	933166.4071	918998.4439	918998.4439	922796.1592	922796.1592	922796.1592	922796.1592	919637.4436	919637.4436	919637.4436	919637.4436	904400.3004	904400.3004	915572.6335	904400.3004	904999.9513	904999.9513	908739.499	904999.9513	917374.2495	917374.2495	923243.0468	924976.7238
MH0028_GL0046543	2684200.052	5232635.28	5068806.474	3247701.677	3753842.443	5867229.303	4641070.962	3205949.895	6632930.772	3859309.071	4379250.293	4757991.338	5851406.984	5161590.709	3835455.118	4487984.65	3401894.589	3513662.575	3237348.296	3717292.175	4234351.859	4388151.481	5327101.702	4936385.294	5897936.454	6739128.72	2309883.071	2996458.914	2463291.67	3042307.824	2916976.176	2898496.479	3185236.389	2693189.079	1699808.602	1670279.063	2305426.259	2096739.198	1747519.577	3019831.013	1862039.058	1908828.446	3537056.302	3694766.407	3369826.99	4194414.512	3379787.448	3703254.908	3900020.774	2718082.881	3166641.565	2426368.371	2862444.362	3193521.318
MH0110_GL0043950	962338.676	962338.676	962338.676	1008151.162	-78743.57169	1365945.111	679667.3488	-493188.8701	1026518.637	1010317.295	1010317.295	1015186.374	1015186.374	1015186.374	1015186.374	996897.5478	996897.5478	996897.5478	996897.5478	1037533.253	1053753.746	988604.1154	1010858.118	1010858.118	1010858.118	1117204.864	1039893.947	1065327.986	962338.676	1146685.696	1807631.528	1646830.389	1528730.428	2564595.651	1010317.295	1074126.554	1055803.306	1010317.295	1015186.374	1015186.374	1015186.374	1015186.374	996897.5478	996897.5478	996897.5478	1051900.688	988604.1154	1081938.275	988604.1154	988604.1154	1010858.118	1010858.118	1010858.118	1010858.118
MH0063_GL0030919	1177641.374	1048120.907	1135180.459	1158124.008	1048973.414	1111341.507	981201.8471	937998.0736	1242278.337	979284.8294	1023345.861	1536568.619	2723010.864	1783997.332	2563456.595	918387.4623	1630788.085	1156247.043	1120545.899	738624.8155	1440431.152	1230490.811	893590.807	1014100.26	916868.3347	930568.0056	1091025.5	1131729.628	1208833.307	1146337.401	1135669.146	1060188.624	1278200.772	1028176.044	1033649.3	1054422.563	1020987.343	1335953.526	563401.2989	301424.8758	250998.0414	1195109.153	1512166.94	1092786.706	1051609.002	1068264.518	707335.63	594430.1182	963301.3537	665159.8266	1171277.179	1057367.394	1015172.408	1061989.544
T2D-108A_GL0121874	1130758.311	1206564.168	976172.052	830004.6595	1141311.215	1141311.215	1141311.215	1141311.215	1128731.961	1122700.466	1122700.466	1513594.191	1552228.196	1501891.254	1665499.734	1131280.336	1131280.336	1131280.336	1131280.336	1123407.466	1123407.466	1123407.466	1129152.467	1157084.183	1129152.467	1129152.467	1815372.63	1062217.558	822739.556	985456.2413	1141311.215	1141311.215	1141311.215	1141311.215	1122700.466	1122700.466	1122700.466	1122700.466	1840739.572	1627706.766	1949519.617	1568852.091	1131280.336	1131280.336	1131280.336	1131280.336	1123407.466	1123407.466	1123407.466	1123407.466	1153841.822	1158969.423	1167060.874	1129152.467
V1.CD19-0_GL0177345	1737880.493	1783303.763	1024504.198	1816049.577	1477101.11	1492567.862	1430843.61	1430843.61	1455803.43	1768170.917	1455803.43	1472696.679	1472696.679	1472696.679	1472696.679	1435235.043	1469434.897	1435235.043	1435235.043	926399.9468	1585813.649	1301659.857	1468632.933	1468632.933	1468632.933	1504929.668	3378507.393	1093075.371	1552132.683	2873975.485	1472232.677	1430843.61	1482523.334	1487778.19	1455803.43	1455803.43	1455803.43	1455803.43	1472696.679	1472696.679	1472696.679	1472696.679	1450353.624	1501131.858	1471531.761	1457021.461	3307487.102	1007942.134	1871902.341	3159550.225	1468632.933	1468632.933	1468632.933	1468632.933
MH0131_GL0099453	4030842.862	3175083.174	3798012.092	2539190.785	5300752.737	4429607.862	3510779.677	5457750.845	3527964.846	3287907.078	3482973.817	3426233.889	3981398.439	4386292.108	4081923.764	3928294.951	2980727.579	4056598.97	4837457.662	2944511.341	2854042.717	3098469.553	3542179.684	4439867.596	3428296.311	3888194.603	3929096.668	3093379.19	4469554.028	4672961.129	4519005.958	4535095.021	4386141.443	3972886.093	2862710.17	3053658.012	3806148.814	2915833.38	2736621.888	4822418.953	5180773.12	3738048.553	4045672.573	2590081.869	3473821.777	3947875.918	4525773.645	4212041.381	4823027.695	3944674.288	3161322.26	3617425.071	3227496.451	3336255.926
T2D-135A_GL0101845	2982354.242	2294225.827	2280506.022	2849432.492	3721752.792	2725009.683	2955660.981	3523433.864	2055307.776	2278821.048	3387107.886	2583832.557	1975243.892	2639487.94	2052917.252	2747753.451	1960160.012	1937732.311	1951379.494	1806721.229	2736354.928	1482474.373	1492336.151	2448825.129	1632323.279	1642149.299	4834349.774	3103694.338	2332890.733	3228419.841	3876824.602	2768462.74	2340934.085	3453620.658	3433600.162	2342309.99	2728688.259	4154325.12	3457689.427	2908502.99	3128261.764	3418137.058	4278700.589	3287923.903	2611721.381	2893167.044	4815127.048	3680735.714	4505627.279	3675820.018	4703021.711	3338551.015	3000159.051	2926531.206
MH0161_GL0161223	3876843.103	4009969.907	4220595.979	4660685.63	2500785.625	3184139.753	2233812.688	2320279.155	3649590.538	3054339.301	2627795.179	3069991.64	2853535.498	3196927.347	2557603.29	3920550.006	2592656.877	3718110.655	4153574.81	3974229.155	4085434.092	3813803.112	3046298.753	3829578.558	3222569.526	2762296.535	3008674.291	4187598.737	3942711.161	4236399.256	3884404.797	4195565.636	3987401.843	4301242.902	4392225.946	4610999.326	4143515.156	3053827.551	3658968.3	4996501.525	3824449.272	4625864.326	4067874.98	3945987.412	3088989.11	3146828.924	5118162.45	3925648.472	4367128.866	4264752.623	4127832.456	4211467.312	4155773.249	3671309.907
ED9A_GL0090835	1122143.049	1122143.049	1217594.726	1122143.049	359694.1953	3239105.659	1547995.811	1643197.336	1150649.792	1150649.792	1150649.792	1148425.406	1148425.406	1148425.406	1148425.406	1141949.586	1168624.553	1141949.586	1170129.491	1363719.286	1671060.85	-45122.02727	1226354.145	1180710.143	1131684.826	1131684.826	1227906.918	1122143.049	1205943.465	1122143.049	833030.2398	1772705.335	-171441.2604	322504.1119	1263867.633	1150649.792	1150649.792	1202446.817	1148425.406	1148425.406	1148425.406	1223842.073	1166539.767	1141949.586	1182912.875	1141949.586	345071.3721	727155.9212	2141821.202	909226.3057	1170297.197	1131684.826	1155169.011	1165802.183
